Response_ID,Respondent_ID,Consume_frequency,Consume_time,Consume_reason,Heard_before,Brand_perception,General_perception,Tried_before,Taste_experience,Reasons_preventing_trying,Current_brands,Reasons_for_choosing_brands,Improvements_desired,Ingredients_expected,Health_concerns,Interest_in_natural_or_organic,Marketing_channels,Packaging_preference,Limited_edition_packaging,Price_range,Purchase_location,Typical_consumption_situations
107563,124593,Once a week,For mental alertness,Increased energy and focus,Yes,Positive,Not sure,No,5,Not available locally,CodeX,Effectiveness,Reduced sugar content,Sugar,No,No,Online ads,Compact and portable cans,No,100-150,Supermarkets,Studying/working late
107576,124606,Rarely,Before exercise,Other,Yes,Neutral,Effective,No,4,Not interested in energy drinks,CodeX,Availability,Other,Caffeine,Yes,No,Other,Compact and portable cans,No,Above 150,Supermarkets,Studying/working late
107645,124675,2-3 times a week,For mental alertness,To enhance sports performance,Yes,Neutral,Not sure,Yes,5,Not available locally,CodeX,Other,Reduced sugar content,Guarana,Yes,Yes,Other,Compact and portable cans,No,50-99,Online retailers,Studying/working late
107663,124693,Once a week,To stay awake during work/study,Increased energy and focus,No,Positive,Effective,No,3,Health concerns,CodeX,Brand reputation,Other,Guarana,No,No,Online ads,Collectible packaging,No,Above 150,Supermarkets,Sports/exercise
107665,124695,Once a week,To stay awake during work/study,To enhance sports performance,No,Neutral,Healthy,Yes,2,Not interested in energy drinks,CodeX,Availability,Reduced sugar content,Guarana,Yes,No,Other,Innovative bottle design,No,Below 50,Gyms and fitness centers,Social outings/parties
107678,124708,2-3 times a month,To stay awake during work/study,Other,No,Negative,Dangerous,Yes,2,Health concerns,CodeX,Brand reputation,More natural ingredients,Guarana,Yes,Yes,Other,Innovative bottle design,Yes,Below 50,Supermarkets,Sports/exercise
107713,124743,2-3 times a week,For mental alertness,To boost performance,Yes,Neutral,Healthy,No,5,Health concerns,CodeX,Brand reputation,More natural ingredients,Caffeine,Yes,No,Online ads,Collectible packaging,No,50-99,Local stores,Sports/exercise
107716,124746,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Neutral,Not sure,Yes,2,Unfamiliar with the brand,CodeX,Effectiveness,More natural ingredients,Vitamins,Yes,Yes,TV commercials,Eco-friendly design,Yes,Below 50,Online retailers,Sports/exercise
107732,124762,Daily,Before exercise,To combat fatigue,Yes,Negative,Effective,No,2,Unfamiliar with the brand,CodeX,Effectiveness,More natural ingredients,Caffeine,Yes,No,TV commercials,Compact and portable cans,Not Sure,Above 150,Supermarkets,Studying/working late
107743,124773,2-3 times a week,To stay awake during work/study,To enhance sports performance,Yes,Negative,Not sure,No,2,Not available locally,CodeX,Availability,Wider range of flavors,Caffeine,Yes,Yes,Online ads,Innovative bottle design,No,Above 150,Gyms and fitness centers,Sports/exercise
107748,124778,Rarely,Throughout the day,To combat fatigue,Yes,Positive,Effective,Yes,3,Not available locally,CodeX,Effectiveness,Wider range of flavors,Caffeine,No,Not Sure,TV commercials,Compact and portable cans,Yes,50-99,Supermarkets,Sports/exercise
107760,124790,2-3 times a week,To stay awake during work/study,To enhance sports performance,No,Neutral,Not sure,Yes,5,Not interested in energy drinks,CodeX,Taste/flavor preference,Wider range of flavors,Sugar,Yes,Yes,Other,Innovative bottle design,Not Sure,Above 150,Gyms and fitness centers,Sports/exercise
107798,124828,2-3 times a week,Throughout the day,To boost performance,Yes,Neutral,Dangerous,Yes,3,Health concerns,CodeX,Taste/flavor preference,More natural ingredients,Sugar,Yes,Not Sure,Online ads,Innovative bottle design,Not Sure,Above 150,Online retailers,Sports/exercise
107799,124829,Rarely,To stay awake during work/study,Other,No,Neutral,Healthy,No,4,Health concerns,CodeX,Taste/flavor preference,Healthier alternatives,Guarana,Yes,Not Sure,Online ads,Innovative bottle design,No,50-99,Online retailers,Sports/exercise
107802,124832,2-3 times a week,To stay awake during work/study,To boost performance,No,Negative,Effective,Yes,1,Other,CodeX,Brand reputation,Healthier alternatives,Caffeine,No,Yes,Other,Compact and portable cans,No,50-99,Online retailers,Other
107803,124833,2-3 times a month,For mental alertness,To boost performance,Yes,Negative,Healthy,No,5,Other,CodeX,Brand reputation,Healthier alternatives,Guarana,Yes,Not Sure,Online ads,Innovative bottle design,No,Above 150,Supermarkets,Social outings/parties
107804,124834,Once a week,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Dangerous,No,2,Not available locally,CodeX,Other,Wider range of flavors,Vitamins,Yes,Yes,Online ads,Compact and portable cans,Yes,100-150,Supermarkets,Sports/exercise
107818,124848,2-3 times a week,To stay awake during work/study,Other,Yes,Positive,Dangerous,No,3,Health concerns,CodeX,Brand reputation,Wider range of flavors,Caffeine,No,No,TV commercials,Collectible packaging,No,100-150,Online retailers,Studying/working late
107820,124850,Daily,Before exercise,To enhance sports performance,No,Neutral,Healthy,Yes,4,Health concerns,CodeX,Availability,Reduced sugar content,Caffeine,No,No,Online ads,Eco-friendly design,Yes,50-99,Online retailers,Driving/commuting
107824,124854,2-3 times a week,To stay awake during work/study,To boost performance,Yes,Neutral,Dangerous,No,3,Health concerns,CodeX,Brand reputation,Other,Caffeine,Yes,No,Online ads,Compact and portable cans,No,Above 150,Gyms and fitness centers,Other
107826,124856,Once a week,Throughout the day,To enhance sports performance,Yes,Neutral,Not sure,Yes,4,Not available locally,CodeX,Taste/flavor preference,Wider range of flavors,Caffeine,Yes,No,Outdoor billboards,Collectible packaging,Yes,50-99,Supermarkets,Social outings/parties
107839,124869,2-3 times a month,To stay awake during work/study,Increased energy and focus,Yes,Positive,Dangerous,Yes,4,Not available locally,CodeX,Brand reputation,Healthier alternatives,Vitamins,No,Yes,Other,Compact and portable cans,No,Above 150,Supermarkets,Studying/working late
107850,124880,Once a week,For mental alertness,To combat fatigue,No,Neutral,Dangerous,No,2,Health concerns,CodeX,Taste/flavor preference,Healthier alternatives,Vitamins,Yes,Yes,TV commercials,Compact and portable cans,Not Sure,Below 50,Online retailers,Studying/working late
107856,124886,2-3 times a week,Before exercise,To boost performance,Yes,Positive,Not sure,No,4,Not interested in energy drinks,CodeX,Brand reputation,More natural ingredients,Caffeine,No,Not Sure,TV commercials,Compact and portable cans,Not Sure,Below 50,Supermarkets,Studying/working late
107859,124889,Once a week,Before exercise,Increased energy and focus,No,Neutral,Effective,Yes,1,Not interested in energy drinks,CodeX,Other,Healthier alternatives,Caffeine,Yes,No,Other,Innovative bottle design,Yes,Below 50,Online retailers,Studying/working late
107878,124908,2-3 times a month,To stay awake during work/study,To boost performance,Yes,Negative,Not sure,Yes,4,Not available locally,CodeX,Brand reputation,Reduced sugar content,Caffeine,No,Yes,Outdoor billboards,Innovative bottle design,No,50-99,Other,Driving/commuting
107886,124916,Daily,For mental alertness,To enhance sports performance,No,Neutral,Not sure,Yes,5,Not available locally,CodeX,Availability,More natural ingredients,Vitamins,Yes,Yes,Outdoor billboards,Compact and portable cans,No,Above 150,Gyms and fitness centers,Studying/working late
107889,124919,Daily,For mental alertness,Increased energy and focus,Yes,Positive,Dangerous,Yes,1,Health concerns,CodeX,Availability,Reduced sugar content,Caffeine,Yes,Yes,Other,Collectible packaging,No,100-150,Supermarkets,Studying/working late
107903,124933,2-3 times a month,For mental alertness,To boost performance,No,Negative,Not sure,No,3,Unfamiliar with the brand,CodeX,Brand reputation,More natural ingredients,Vitamins,Yes,Yes,Online ads,Eco-friendly design,Not Sure,Above 150,Online retailers,Sports/exercise
107918,124948,2-3 times a week,To stay awake during work/study,To enhance sports performance,Yes,Positive,Not sure,Yes,4,Health concerns,CodeX,Effectiveness,Reduced sugar content,Guarana,Yes,Yes,Online ads,Compact and portable cans,Yes,100-150,Supermarkets,Studying/working late
107923,124953,2-3 times a week,To stay awake during work/study,Increased energy and focus,Yes,Positive,Dangerous,No,1,Unfamiliar with the brand,CodeX,Taste/flavor preference,More natural ingredients,Guarana,No,No,Online ads,Eco-friendly design,No,100-150,Gyms and fitness centers,Studying/working late
107926,124956,2-3 times a week,Before exercise,To boost performance,No,Neutral,Effective,No,2,Unfamiliar with the brand,CodeX,Availability,More natural ingredients,Caffeine,Yes,Yes,Online ads,Compact and portable cans,Yes,50-99,Supermarkets,Social outings/parties
107934,124964,2-3 times a week,Before exercise,Increased energy and focus,Yes,Neutral,Not sure,Yes,1,Not available locally,CodeX,Availability,Other,Sugar,No,Yes,Outdoor billboards,Eco-friendly design,No,50-99,Supermarkets,Studying/working late
107939,124969,Daily,To stay awake during work/study,To enhance sports performance,No,Neutral,Effective,Yes,3,Not available locally,CodeX,Brand reputation,More natural ingredients,Vitamins,No,No,Online ads,Innovative bottle design,No,50-99,Supermarkets,Driving/commuting
107955,124985,Once a week,Throughout the day,To boost performance,Yes,Neutral,Not sure,Yes,3,Not available locally,CodeX,Other,More natural ingredients,Sugar,No,Yes,Online ads,Innovative bottle design,Yes,100-150,Supermarkets,Studying/working late
107964,124994,Rarely,To stay awake during work/study,Increased energy and focus,No,Positive,Effective,Yes,1,Other,CodeX,Taste/flavor preference,More natural ingredients,Vitamins,Yes,Yes,Outdoor billboards,Collectible packaging,No,Above 150,Online retailers,Sports/exercise
107982,125012,Daily,Before exercise,Increased energy and focus,No,Neutral,Dangerous,Yes,2,Health concerns,CodeX,Availability,Reduced sugar content,Caffeine,Yes,No,Outdoor billboards,Compact and portable cans,Yes,50-99,Supermarkets,Studying/working late
107992,125022,2-3 times a week,For mental alertness,Increased energy and focus,No,Neutral,Not sure,No,5,Not interested in energy drinks,CodeX,Availability,Reduced sugar content,Vitamins,No,Yes,Outdoor billboards,Compact and portable cans,Yes,50-99,Online retailers,Social outings/parties
108001,125031,2-3 times a week,Throughout the day,To combat fatigue,No,Positive,Not sure,Yes,4,Health concerns,CodeX,Effectiveness,Healthier alternatives,Sugar,No,Yes,Print media,Compact and portable cans,Not Sure,Below 50,Other,Social outings/parties
108021,125051,2-3 times a week,For mental alertness,Increased energy and focus,Yes,Neutral,Healthy,Yes,5,Not available locally,CodeX,Taste/flavor preference,Reduced sugar content,Caffeine,Yes,Yes,Other,Innovative bottle design,No,100-150,Gyms and fitness centers,Studying/working late
108024,125054,Daily,Before exercise,Increased energy and focus,Yes,Positive,Dangerous,Yes,4,Health concerns,CodeX,Effectiveness,Other,Caffeine,No,Yes,TV commercials,Innovative bottle design,Yes,50-99,Supermarkets,Sports/exercise
108050,125080,2-3 times a week,Before exercise,To boost performance,No,Negative,Effective,Yes,3,Not interested in energy drinks,CodeX,Effectiveness,Healthier alternatives,Vitamins,No,No,Print media,Compact and portable cans,Not Sure,50-99,Gyms and fitness centers,Sports/exercise
108084,125114,2-3 times a month,To stay awake during work/study,To combat fatigue,No,Neutral,Dangerous,No,3,Other,CodeX,Effectiveness,More natural ingredients,Guarana,Yes,Yes,TV commercials,Innovative bottle design,Yes,Below 50,Supermarkets,Studying/working late
108091,125121,Daily,To stay awake during work/study,Other,Yes,Neutral,Effective,Yes,4,Not interested in energy drinks,CodeX,Other,Reduced sugar content,Caffeine,No,No,Online ads,Compact and portable cans,Yes,100-150,Gyms and fitness centers,Other
108092,125122,Rarely,Before exercise,To enhance sports performance,Yes,Neutral,Effective,No,2,Not available locally,CodeX,Effectiveness,Other,Caffeine,No,No,Online ads,Compact and portable cans,No,50-99,Gyms and fitness centers,Other
108127,125157,2-3 times a week,For mental alertness,Increased energy and focus,No,Positive,Effective,No,2,Unfamiliar with the brand,CodeX,Effectiveness,Reduced sugar content,Caffeine,Yes,No,Online ads,Eco-friendly design,Yes,50-99,Gyms and fitness centers,Studying/working late
108128,125158,Once a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Effective,Yes,2,Not available locally,CodeX,Taste/flavor preference,Wider range of flavors,Caffeine,No,No,Other,Other,No,50-99,Supermarkets,Sports/exercise
108141,125171,2-3 times a week,Before exercise,To combat fatigue,No,Neutral,Not sure,Yes,4,Not interested in energy drinks,CodeX,Other,More natural ingredients,Guarana,Yes,No,Other,Collectible packaging,Not Sure,Below 50,Local stores,Sports/exercise
108152,125182,Daily,Before exercise,To boost performance,No,Neutral,Not sure,Yes,3,Health concerns,CodeX,Taste/flavor preference,Other,Caffeine,Yes,Not Sure,TV commercials,Compact and portable cans,Yes,Below 50,Supermarkets,Sports/exercise
108156,125186,2-3 times a week,Before exercise,Increased energy and focus,No,Neutral,Effective,No,5,Health concerns,CodeX,Availability,Reduced sugar content,Caffeine,No,Yes,TV commercials,Eco-friendly design,No,100-150,Local stores,Sports/exercise
108161,125191,Rarely,To stay awake during work/study,To enhance sports performance,Yes,Positive,Healthy,No,4,Not available locally,CodeX,Brand reputation,Reduced sugar content,Caffeine,Yes,Yes,TV commercials,Innovative bottle design,No,Above 150,Gyms and fitness centers,Sports/exercise
108177,125207,Daily,Throughout the day,To combat fatigue,Yes,Positive,Effective,No,4,Not interested in energy drinks,CodeX,Brand reputation,Reduced sugar content,Vitamins,No,Yes,Online ads,Innovative bottle design,Yes,100-150,Supermarkets,Sports/exercise
108183,125213,2-3 times a week,Before exercise,To boost performance,Yes,Neutral,Not sure,No,3,Unfamiliar with the brand,CodeX,Effectiveness,Wider range of flavors,Guarana,Yes,Yes,Online ads,Innovative bottle design,Yes,Below 50,Supermarkets,Studying/working late
108186,125216,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Positive,Effective,Yes,4,Unfamiliar with the brand,CodeX,Effectiveness,More natural ingredients,Caffeine,Yes,Yes,TV commercials,Compact and portable cans,No,50-99,Other,Studying/working late
108189,125219,2-3 times a week,Before exercise,To boost performance,Yes,Negative,Dangerous,No,5,Health concerns,CodeX,Other,Wider range of flavors,Vitamins,Yes,Yes,Outdoor billboards,Compact and portable cans,No,100-150,Online retailers,Other
108190,125220,Rarely,To stay awake during work/study,To enhance sports performance,No,Neutral,Not sure,Yes,2,Unfamiliar with the brand,CodeX,Availability,Wider range of flavors,Vitamins,No,Yes,Online ads,Innovative bottle design,No,100-150,Other,Sports/exercise
108199,125229,Rarely,Throughout the day,Other,Yes,Positive,Not sure,Yes,3,Not interested in energy drinks,CodeX,Taste/flavor preference,Wider range of flavors,Sugar,No,Yes,Outdoor billboards,Compact and portable cans,Not Sure,50-99,Supermarkets,Driving/commuting
108210,125240,Rarely,To stay awake during work/study,To combat fatigue,No,Neutral,Healthy,No,4,Health concerns,CodeX,Brand reputation,Other,Guarana,Yes,Yes,TV commercials,Compact and portable cans,No,Above 150,Online retailers,Social outings/parties
108215,125245,2-3 times a week,For mental alertness,Increased energy and focus,Yes,Negative,Dangerous,No,4,Not available locally,CodeX,Availability,More natural ingredients,Vitamins,Yes,Yes,Online ads,Collectible packaging,Yes,50-99,Supermarkets,Studying/working late
108221,125251,2-3 times a month,Throughout the day,Increased energy and focus,No,Negative,Healthy,No,4,Not interested in energy drinks,CodeX,Taste/flavor preference,Healthier alternatives,Vitamins,No,Yes,TV commercials,Collectible packaging,Yes,100-150,Supermarkets,Studying/working late
108273,125303,2-3 times a month,Before exercise,Increased energy and focus,Yes,Neutral,Effective,No,2,Unfamiliar with the brand,CodeX,Availability,Healthier alternatives,Sugar,No,Yes,TV commercials,Compact and portable cans,Yes,100-150,Online retailers,Sports/exercise
108276,125306,Once a week,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Not sure,Yes,2,Health concerns,CodeX,Taste/flavor preference,Reduced sugar content,Caffeine,Yes,Yes,Outdoor billboards,Compact and portable cans,Yes,Below 50,Other,Sports/exercise
108277,125307,Rarely,Throughout the day,Increased energy and focus,No,Neutral,Not sure,Yes,5,Not interested in energy drinks,CodeX,Brand reputation,Healthier alternatives,Sugar,Yes,No,TV commercials,Collectible packaging,Yes,Above 150,Online retailers,Sports/exercise
108301,125331,Rarely,Before exercise,To boost performance,Yes,Neutral,Effective,No,3,Not available locally,CodeX,Brand reputation,Reduced sugar content,Vitamins,No,Not Sure,TV commercials,Compact and portable cans,No,50-99,Gyms and fitness centers,Sports/exercise
108312,125342,Once a week,Before exercise,Increased energy and focus,Yes,Neutral,Healthy,Yes,1,Health concerns,CodeX,Brand reputation,More natural ingredients,Caffeine,Yes,Not Sure,Online ads,Compact and portable cans,Not Sure,50-99,Supermarkets,Social outings/parties
108323,125353,2-3 times a month,To stay awake during work/study,Increased energy and focus,Yes,Positive,Dangerous,No,5,Unfamiliar with the brand,CodeX,Effectiveness,Wider range of flavors,Guarana,Yes,No,Online ads,Compact and portable cans,No,100-150,Supermarkets,Social outings/parties
108347,125377,Rarely,To stay awake during work/study,To enhance sports performance,No,Neutral,Healthy,Yes,1,Other,CodeX,Availability,Other,Sugar,Yes,Yes,Other,Innovative bottle design,Not Sure,50-99,Local stores,Social outings/parties
108374,125404,2-3 times a week,Throughout the day,Increased energy and focus,Yes,Neutral,Effective,No,5,Other,CodeX,Taste/flavor preference,Reduced sugar content,Vitamins,No,No,TV commercials,Innovative bottle design,Not Sure,Above 150,Supermarkets,Sports/exercise
108377,125407,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Dangerous,Yes,2,Health concerns,CodeX,Other,Wider range of flavors,Vitamins,Yes,Yes,Online ads,Innovative bottle design,Yes,Above 150,Supermarkets,Driving/commuting
108378,125408,Daily,For mental alertness,To combat fatigue,No,Neutral,Not sure,No,3,Not interested in energy drinks,CodeX,Other,Reduced sugar content,Caffeine,No,Not Sure,Online ads,Innovative bottle design,Yes,100-150,Online retailers,Sports/exercise
108383,125413,Once a week,Before exercise,Increased energy and focus,No,Positive,Effective,No,3,Not available locally,CodeX,Availability,Other,Caffeine,Yes,Yes,TV commercials,Compact and portable cans,Yes,50-99,Online retailers,Studying/working late
108388,125418,Rarely,For mental alertness,To enhance sports performance,Yes,Neutral,Healthy,No,4,Not interested in energy drinks,CodeX,Taste/flavor preference,Wider range of flavors,Caffeine,No,No,Outdoor billboards,Collectible packaging,No,50-99,Gyms and fitness centers,Sports/exercise
108396,125426,2-3 times a week,To stay awake during work/study,Other,Yes,Neutral,Effective,Yes,5,Health concerns,CodeX,Brand reputation,Wider range of flavors,Caffeine,Yes,Yes,TV commercials,Eco-friendly design,Not Sure,50-99,Supermarkets,Social outings/parties
108399,125429,2-3 times a month,Before exercise,Increased energy and focus,No,Neutral,Effective,Yes,4,Unfamiliar with the brand,CodeX,Brand reputation,Other,Guarana,No,Not Sure,TV commercials,Compact and portable cans,Yes,50-99,Supermarkets,Studying/working late
108406,125436,Once a week,For mental alertness,To boost performance,No,Neutral,Dangerous,Yes,4,Other,CodeX,Brand reputation,Reduced sugar content,Caffeine,Yes,Yes,Print media,Collectible packaging,Yes,Below 50,Online retailers,Social outings/parties
108407,125437,Daily,To stay awake during work/study,To combat fatigue,No,Positive,Healthy,Yes,3,Other,CodeX,Brand reputation,Wider range of flavors,Caffeine,Yes,Yes,Online ads,Innovative bottle design,Not Sure,50-99,Online retailers,Studying/working late
108440,125470,Rarely,Before exercise,To combat fatigue,No,Neutral,Healthy,No,5,Other,CodeX,Effectiveness,Wider range of flavors,Caffeine,Yes,No,TV commercials,Eco-friendly design,Not Sure,50-99,Supermarkets,Studying/working late
108489,125519,Daily,To stay awake during work/study,Increased energy and focus,No,Neutral,Dangerous,No,4,Not interested in energy drinks,CodeX,Brand reputation,Reduced sugar content,Caffeine,No,No,Other,Compact and portable cans,Yes,100-150,Supermarkets,Sports/exercise
108504,125534,Rarely,To stay awake during work/study,Increased energy and focus,No,Neutral,Not sure,No,1,Unfamiliar with the brand,CodeX,Brand reputation,Reduced sugar content,Caffeine,No,No,Online ads,Collectible packaging,No,Below 50,Supermarkets,Social outings/parties
108511,125541,2-3 times a week,For mental alertness,Other,No,Positive,Not sure,Yes,3,Health concerns,CodeX,Other,More natural ingredients,Sugar,Yes,Yes,Online ads,Compact and portable cans,Not Sure,Above 150,Gyms and fitness centers,Social outings/parties
108519,125549,Daily,To stay awake during work/study,To enhance sports performance,Yes,Positive,Effective,Yes,4,Health concerns,CodeX,Other,More natural ingredients,Guarana,No,Yes,Online ads,Innovative bottle design,Yes,50-99,Supermarkets,Sports/exercise
108521,125551,Rarely,To stay awake during work/study,Increased energy and focus,Yes,Positive,Dangerous,No,3,Other,CodeX,Brand reputation,Reduced sugar content,Caffeine,No,Yes,Online ads,Compact and portable cans,Yes,Above 150,Supermarkets,Sports/exercise
108529,125559,Once a week,To stay awake during work/study,To enhance sports performance,Yes,Negative,Dangerous,Yes,2,Unfamiliar with the brand,CodeX,Taste/flavor preference,Wider range of flavors,Caffeine,No,No,Other,Innovative bottle design,No,100-150,Online retailers,Studying/working late
108542,125572,2-3 times a month,To stay awake during work/study,To combat fatigue,Yes,Positive,Effective,No,1,Unfamiliar with the brand,CodeX,Brand reputation,Wider range of flavors,Guarana,Yes,No,Outdoor billboards,Compact and portable cans,No,Below 50,Gyms and fitness centers,Sports/exercise
108546,125576,Daily,For mental alertness,Increased energy and focus,No,Neutral,Dangerous,No,3,Health concerns,CodeX,Availability,More natural ingredients,Caffeine,No,No,TV commercials,Innovative bottle design,No,Above 150,Supermarkets,Studying/working late
108554,125584,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Positive,Not sure,Yes,3,Not interested in energy drinks,CodeX,Effectiveness,Reduced sugar content,Vitamins,Yes,No,Online ads,Innovative bottle design,Yes,Above 150,Supermarkets,Studying/working late
108572,125602,Rarely,Throughout the day,To enhance sports performance,Yes,Neutral,Healthy,Yes,2,Not interested in energy drinks,CodeX,Taste/flavor preference,Healthier alternatives,Vitamins,Yes,No,Online ads,Compact and portable cans,No,50-99,Supermarkets,Social outings/parties
108580,125610,Rarely,To stay awake during work/study,Increased energy and focus,No,Neutral,Healthy,Yes,3,Not available locally,CodeX,Availability,Reduced sugar content,Caffeine,No,Yes,Online ads,Compact and portable cans,No,50-99,Supermarkets,Sports/exercise
108586,125616,Once a week,For mental alertness,Other,No,Negative,Dangerous,Yes,1,Health concerns,CodeX,Availability,Other,Guarana,Yes,No,Outdoor billboards,Compact and portable cans,No,50-99,Gyms and fitness centers,Social outings/parties
108587,125617,Once a week,To stay awake during work/study,To boost performance,Yes,Neutral,Healthy,Yes,3,Unfamiliar with the brand,CodeX,Other,More natural ingredients,Guarana,Yes,Yes,Online ads,Innovative bottle design,Yes,50-99,Supermarkets,Studying/working late
108593,125623,2-3 times a week,Before exercise,To boost performance,Yes,Neutral,Not sure,Yes,2,Health concerns,CodeX,Effectiveness,More natural ingredients,Caffeine,Yes,Yes,Outdoor billboards,Other,Yes,50-99,Gyms and fitness centers,Driving/commuting
108600,125630,2-3 times a week,Before exercise,Increased energy and focus,Yes,Positive,Not sure,No,2,Not available locally,CodeX,Brand reputation,Healthier alternatives,Caffeine,No,Yes,TV commercials,Compact and portable cans,No,50-99,Supermarkets,Sports/exercise
108610,125640,2-3 times a week,Throughout the day,To enhance sports performance,No,Neutral,Dangerous,No,2,Health concerns,CodeX,Other,Reduced sugar content,Caffeine,Yes,Not Sure,TV commercials,Innovative bottle design,Yes,100-150,Local stores,Social outings/parties
108621,125651,2-3 times a week,Throughout the day,To combat fatigue,No,Negative,Effective,No,3,Not available locally,CodeX,Other,Reduced sugar content,Sugar,Yes,No,Online ads,Innovative bottle design,Yes,100-150,Local stores,Sports/exercise
108625,125655,2-3 times a week,To stay awake during work/study,Other,No,Neutral,Effective,Yes,3,Health concerns,CodeX,Taste/flavor preference,Reduced sugar content,Sugar,Yes,Yes,Online ads,Compact and portable cans,No,Above 150,Supermarkets,Sports/exercise
108627,125657,Rarely,Throughout the day,To combat fatigue,No,Neutral,Healthy,No,4,Not interested in energy drinks,CodeX,Taste/flavor preference,Reduced sugar content,Vitamins,Yes,Yes,Online ads,Compact and portable cans,Yes,Below 50,Supermarkets,Sports/exercise
108638,125668,Once a week,Throughout the day,To combat fatigue,No,Neutral,Not sure,No,3,Not available locally,CodeX,Brand reputation,Other,Sugar,No,No,TV commercials,Eco-friendly design,Yes,100-150,Supermarkets,Sports/exercise
108647,125677,2-3 times a week,To stay awake during work/study,Other,Yes,Negative,Not sure,No,2,Unfamiliar with the brand,CodeX,Taste/flavor preference,Other,Guarana,No,Yes,Print media,Compact and portable cans,Yes,100-150,Supermarkets,Studying/working late
108673,125703,2-3 times a month,Throughout the day,Increased energy and focus,No,Neutral,Dangerous,No,2,Health concerns,CodeX,Brand reputation,Healthier alternatives,Caffeine,No,Yes,Online ads,Innovative bottle design,No,100-150,Online retailers,Sports/exercise
108676,125706,2-3 times a week,To stay awake during work/study,Other,Yes,Neutral,Effective,No,3,Unfamiliar with the brand,CodeX,Other,Other,Caffeine,Yes,Yes,TV commercials,Collectible packaging,No,100-150,Other,Social outings/parties
108678,125708,Once a week,For mental alertness,To boost performance,Yes,Neutral,Effective,Yes,1,Not available locally,CodeX,Taste/flavor preference,More natural ingredients,Vitamins,Yes,No,Print media,Collectible packaging,No,100-150,Other,Social outings/parties
108690,125720,2-3 times a month,To stay awake during work/study,Increased energy and focus,Yes,Negative,Effective,No,3,Not interested in energy drinks,CodeX,Taste/flavor preference,Wider range of flavors,Sugar,No,Yes,TV commercials,Innovative bottle design,No,100-150,Online retailers,Studying/working late
108693,125723,2-3 times a week,Before exercise,To combat fatigue,Yes,Neutral,Healthy,Yes,1,Other,CodeX,Effectiveness,Wider range of flavors,Vitamins,Yes,No,Other,Innovative bottle design,Yes,50-99,Other,Sports/exercise
108695,125725,Daily,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Healthy,Yes,1,Not interested in energy drinks,CodeX,Availability,More natural ingredients,Sugar,Yes,Not Sure,TV commercials,Compact and portable cans,No,100-150,Gyms and fitness centers,Social outings/parties
108702,125732,2-3 times a week,Throughout the day,To boost performance,Yes,Positive,Dangerous,No,2,Not available locally,CodeX,Effectiveness,More natural ingredients,Sugar,Yes,Yes,TV commercials,Collectible packaging,Yes,50-99,Other,Studying/working late
108732,125762,2-3 times a week,To stay awake during work/study,To combat fatigue,Yes,Neutral,Dangerous,Yes,4,Not available locally,CodeX,Other,Wider range of flavors,Sugar,Yes,Yes,Online ads,Compact and portable cans,Yes,Above 150,Local stores,Sports/exercise
108809,125839,Once a week,For mental alertness,To combat fatigue,No,Negative,Dangerous,No,3,Health concerns,CodeX,Effectiveness,Reduced sugar content,Sugar,Yes,Not Sure,TV commercials,Compact and portable cans,Not Sure,Above 150,Other,Sports/exercise
108823,125853,Rarely,Throughout the day,Increased energy and focus,Yes,Neutral,Dangerous,No,5,Unfamiliar with the brand,CodeX,Brand reputation,Reduced sugar content,Guarana,Yes,No,TV commercials,Innovative bottle design,Yes,50-99,Online retailers,Studying/working late
108858,125888,Rarely,Before exercise,Increased energy and focus,No,Positive,Not sure,Yes,2,Not interested in energy drinks,CodeX,Availability,More natural ingredients,Caffeine,Yes,Yes,Online ads,Compact and portable cans,No,Below 50,Supermarkets,Social outings/parties
108859,125889,2-3 times a week,Before exercise,To boost performance,No,Neutral,Not sure,Yes,3,Not available locally,CodeX,Effectiveness,Healthier alternatives,Guarana,Yes,Yes,Other,Innovative bottle design,Yes,100-150,Supermarkets,Studying/working late
108864,125894,Daily,Before exercise,Increased energy and focus,Yes,Positive,Dangerous,No,5,Unfamiliar with the brand,CodeX,Brand reputation,Reduced sugar content,Sugar,No,Yes,Outdoor billboards,Eco-friendly design,Yes,100-150,Gyms and fitness centers,Other
108868,125898,Daily,Before exercise,Increased energy and focus,Yes,Neutral,Healthy,Yes,3,Not available locally,CodeX,Effectiveness,More natural ingredients,Caffeine,No,Not Sure,Outdoor billboards,Compact and portable cans,No,50-99,Supermarkets,Sports/exercise
108878,125908,Once a week,Before exercise,To combat fatigue,No,Negative,Dangerous,Yes,5,Not available locally,CodeX,Brand reputation,More natural ingredients,Sugar,No,Yes,Online ads,Collectible packaging,No,50-99,Supermarkets,Studying/working late
