Response_ID,Respondent_ID,Consume_frequency,Consume_time,Consume_reason,Heard_before,Brand_perception,General_perception,Tried_before,Taste_experience,Reasons_preventing_trying,Current_brands,Reasons_for_choosing_brands,Improvements_desired,Ingredients_expected,Health_concerns,Interest_in_natural_or_organic,Marketing_channels,Packaging_preference,Limited_edition_packaging,Price_range,Purchase_location,Typical_consumption_situations
107038,124068,2-3 times a week,To stay awake during work/study,To enhance sports performance,No,Neutral,Healthy,No,5,Other,Bepsi,Brand reputation,Other,Caffeine,Yes,No,TV commercials,Innovative bottle design,No,50-99,Supermarkets,Social outings/parties
107040,124070,Once a week,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Dangerous,No,5,Not available locally,Cola-Coka,Brand reputation,Reduced sugar content,Vitamins,Yes,Yes,TV commercials,Collectible packaging,No,100-150,Supermarkets,Sports/exercise
107045,124075,2-3 times a month,Throughout the day,Increased energy and focus,Yes,Positive,Dangerous,No,5,Other,Cola-Coka,Other,Reduced sugar content,Caffeine,Yes,Yes,Print media,Compact and portable cans,No,100-150,Online retailers,Other
107046,124076,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Neutral,Dangerous,No,1,Not available locally,Bepsi,Taste/flavor preference,Reduced sugar content,Sugar,No,Not Sure,Other,Compact and portable cans,No,50-99,Other,Sports/exercise
107047,124077,2-3 times a week,To stay awake during work/study,Increased energy and focus,Yes,Positive,Not sure,No,5,Unfamiliar with the brand,Bepsi,Availability,Healthier alternatives,Caffeine,No,Yes,Outdoor billboards,Innovative bottle design,No,100-150,Online retailers,Sports/exercise
107049,124079,2-3 times a month,To stay awake during work/study,To enhance sports performance,No,Neutral,Not sure,No,4,Other,Bepsi,Brand reputation,Reduced sugar content,Vitamins,Yes,Not Sure,Online ads,Innovative bottle design,Yes,50-99,Supermarkets,Sports/exercise
107052,124082,2-3 times a week,Before exercise,To combat fatigue,No,Neutral,Effective,No,3,Unfamiliar with the brand,Cola-Coka,Taste/flavor preference,Healthier alternatives,Sugar,Yes,No,TV commercials,Compact and portable cans,No,100-150,Gyms and fitness centers,Social outings/parties
107054,124084,Rarely,For mental alertness,Increased energy and focus,No,Negative,Dangerous,No,2,Other,Cola-Coka,Effectiveness,Reduced sugar content,Caffeine,Yes,No,TV commercials,Innovative bottle design,No,Above 150,Supermarkets,Social outings/parties
107055,124085,2-3 times a week,Before exercise,Increased energy and focus,Yes,Neutral,Not sure,Yes,4,Not available locally,Bepsi,Brand reputation,More natural ingredients,Vitamins,No,Yes,Outdoor billboards,Compact and portable cans,Not Sure,100-150,Supermarkets,Social outings/parties
107056,124086,2-3 times a week,Throughout the day,Increased energy and focus,No,Neutral,Healthy,Yes,2,Health concerns,Cola-Coka,Effectiveness,Other,Vitamins,No,No,TV commercials,Innovative bottle design,Yes,50-99,Gyms and fitness centers,Sports/exercise
107057,124087,Daily,Before exercise,To enhance sports performance,No,Neutral,Effective,Yes,5,Not interested in energy drinks,Cola-Coka,Effectiveness,More natural ingredients,Vitamins,Yes,Not Sure,Online ads,Innovative bottle design,Yes,50-99,Online retailers,Sports/exercise
107058,124088,Rarely,For mental alertness,To combat fatigue,No,Neutral,Dangerous,No,4,Unfamiliar with the brand,Bepsi,Brand reputation,Wider range of flavors,Guarana,Yes,Yes,Online ads,Innovative bottle design,Not Sure,100-150,Supermarkets,Sports/exercise
107059,124089,Once a week,Before exercise,Increased energy and focus,Yes,Neutral,Effective,No,3,Not interested in energy drinks,Bepsi,Taste/flavor preference,More natural ingredients,Caffeine,No,Yes,Online ads,Collectible packaging,Yes,Above 150,Gyms and fitness centers,Studying/working late
107060,124090,2-3 times a week,For mental alertness,To boost performance,No,Neutral,Dangerous,No,3,Not interested in energy drinks,Bepsi,Other,More natural ingredients,Guarana,No,Yes,Outdoor billboards,Innovative bottle design,No,Above 150,Online retailers,Studying/working late
107062,124092,Once a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Effective,Yes,2,Other,Cola-Coka,Brand reputation,Wider range of flavors,Vitamins,Yes,Yes,Online ads,Innovative bottle design,No,100-150,Online retailers,Sports/exercise
107063,124093,2-3 times a week,To stay awake during work/study,Other,No,Positive,Dangerous,No,4,Not interested in energy drinks,Bepsi,Brand reputation,Wider range of flavors,Vitamins,No,No,Online ads,Compact and portable cans,Yes,100-150,Supermarkets,Studying/working late
107064,124094,2-3 times a week,To stay awake during work/study,Increased energy and focus,Yes,Positive,Healthy,No,3,Unfamiliar with the brand,Bepsi,Other,Healthier alternatives,Caffeine,No,No,TV commercials,Compact and portable cans,Yes,50-99,Supermarkets,Social outings/parties
107065,124095,Once a week,To stay awake during work/study,To enhance sports performance,No,Neutral,Healthy,Yes,2,Unfamiliar with the brand,Cola-Coka,Other,More natural ingredients,Caffeine,Yes,No,Print media,Innovative bottle design,Yes,50-99,Local stores,Sports/exercise
107066,124096,2-3 times a week,Before exercise,Increased energy and focus,No,Neutral,Dangerous,No,4,Not interested in energy drinks,Cola-Coka,Brand reputation,Healthier alternatives,Guarana,Yes,Not Sure,Outdoor billboards,Compact and portable cans,No,100-150,Online retailers,Studying/working late
107067,124097,Once a week,To stay awake during work/study,To combat fatigue,No,Neutral,Not sure,Yes,1,Not interested in energy drinks,Bepsi,Taste/flavor preference,More natural ingredients,Guarana,Yes,Yes,Online ads,Innovative bottle design,Yes,Above 150,Online retailers,Sports/exercise
107068,124098,Once a week,Before exercise,To boost performance,No,Neutral,Not sure,Yes,3,Not interested in energy drinks,Bepsi,Taste/flavor preference,Reduced sugar content,Vitamins,Yes,No,Online ads,Collectible packaging,No,100-150,Online retailers,Studying/working late
107071,124101,2-3 times a week,Before exercise,To combat fatigue,No,Neutral,Effective,No,5,Health concerns,Bepsi,Taste/flavor preference,Healthier alternatives,Caffeine,Yes,Yes,TV commercials,Compact and portable cans,No,Below 50,Supermarkets,Sports/exercise
107073,124103,2-3 times a week,To stay awake during work/study,To enhance sports performance,Yes,Neutral,Dangerous,Yes,5,Health concerns,Bepsi,Brand reputation,Other,Caffeine,Yes,Not Sure,TV commercials,Innovative bottle design,No,100-150,Supermarkets,Social outings/parties
107074,124104,2-3 times a week,Before exercise,Increased energy and focus,No,Neutral,Healthy,Yes,3,Not interested in energy drinks,Cola-Coka,Other,Wider range of flavors,Caffeine,No,No,Print media,Compact and portable cans,Not Sure,100-150,Supermarkets,Sports/exercise
107076,124106,Rarely,Before exercise,To combat fatigue,No,Neutral,Dangerous,Yes,4,Not interested in energy drinks,Cola-Coka,Availability,Reduced sugar content,Caffeine,Yes,No,Other,Innovative bottle design,Not Sure,100-150,Supermarkets,Sports/exercise
107077,124107,Once a week,For mental alertness,Increased energy and focus,Yes,Negative,Not sure,Yes,1,Unfamiliar with the brand,Bepsi,Availability,Healthier alternatives,Vitamins,No,Yes,TV commercials,Innovative bottle design,Yes,50-99,Local stores,Social outings/parties
107080,124110,Rarely,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Healthy,No,5,Unfamiliar with the brand,Cola-Coka,Taste/flavor preference,Wider range of flavors,Guarana,No,Not Sure,Print media,Compact and portable cans,Yes,Above 150,Online retailers,Sports/exercise
107084,124114,Once a week,For mental alertness,Increased energy and focus,No,Positive,Not sure,No,3,Not interested in energy drinks,Cola-Coka,Other,Healthier alternatives,Guarana,Yes,Not Sure,Outdoor billboards,Compact and portable cans,No,50-99,Online retailers,Sports/exercise
107085,124115,2-3 times a month,To stay awake during work/study,Increased energy and focus,No,Positive,Not sure,No,4,Not interested in energy drinks,Bepsi,Brand reputation,Healthier alternatives,Caffeine,Yes,No,TV commercials,Compact and portable cans,Yes,50-99,Supermarkets,Studying/working late
107086,124116,Rarely,Throughout the day,To enhance sports performance,Yes,Neutral,Dangerous,Yes,4,Other,Cola-Coka,Availability,Reduced sugar content,Caffeine,No,Not Sure,Online ads,Collectible packaging,Yes,Above 150,Supermarkets,Studying/working late
107088,124118,Daily,Throughout the day,To boost performance,Yes,Positive,Effective,No,3,Other,Bepsi,Taste/flavor preference,More natural ingredients,Sugar,Yes,Yes,TV commercials,Other,Not Sure,Below 50,Online retailers,Sports/exercise
107094,124124,Once a week,To stay awake during work/study,To enhance sports performance,No,Neutral,Effective,No,3,Not available locally,Cola-Coka,Other,Wider range of flavors,Sugar,Yes,Yes,TV commercials,Compact and portable cans,No,Below 50,Online retailers,Studying/working late
107095,124125,Daily,Before exercise,To combat fatigue,Yes,Neutral,Healthy,Yes,4,Not interested in energy drinks,Bepsi,Taste/flavor preference,Wider range of flavors,Caffeine,No,Yes,Online ads,Compact and portable cans,Not Sure,50-99,Online retailers,Studying/working late
107097,124127,2-3 times a month,For mental alertness,To enhance sports performance,No,Neutral,Healthy,Yes,4,Health concerns,Cola-Coka,Availability,Reduced sugar content,Caffeine,Yes,Not Sure,Online ads,Compact and portable cans,No,Below 50,Supermarkets,Studying/working late
107098,124128,Daily,To stay awake during work/study,Other,No,Neutral,Effective,Yes,1,Health concerns,Cola-Coka,Taste/flavor preference,Reduced sugar content,Caffeine,Yes,Yes,Print media,Innovative bottle design,Yes,50-99,Gyms and fitness centers,Sports/exercise
107099,124129,Daily,Before exercise,To boost performance,No,Negative,Effective,No,3,Unfamiliar with the brand,Bepsi,Brand reputation,Wider range of flavors,Vitamins,Yes,Yes,Print media,Innovative bottle design,Not Sure,Above 150,Online retailers,Studying/working late
107100,124130,2-3 times a week,Throughout the day,To boost performance,Yes,Positive,Not sure,Yes,3,Health concerns,Bepsi,Availability,More natural ingredients,Caffeine,Yes,Not Sure,Online ads,Compact and portable cans,Yes,50-99,Local stores,Studying/working late
107102,124132,2-3 times a week,Throughout the day,Increased energy and focus,No,Positive,Dangerous,No,5,Not interested in energy drinks,Cola-Coka,Taste/flavor preference,More natural ingredients,Caffeine,Yes,Yes,Online ads,Compact and portable cans,Yes,Below 50,Gyms and fitness centers,Studying/working late
107105,124135,2-3 times a month,For mental alertness,To boost performance,Yes,Positive,Healthy,No,2,Unfamiliar with the brand,Bepsi,Brand reputation,Healthier alternatives,Caffeine,Yes,Yes,Print media,Compact and portable cans,No,100-150,Supermarkets,Social outings/parties
107106,124136,Daily,For mental alertness,Increased energy and focus,Yes,Neutral,Dangerous,Yes,4,Other,Cola-Coka,Brand reputation,More natural ingredients,Guarana,No,Yes,Other,Collectible packaging,Yes,100-150,Local stores,Studying/working late
107108,124138,2-3 times a week,Before exercise,Increased energy and focus,No,Neutral,Dangerous,No,2,Health concerns,Cola-Coka,Availability,Other,Caffeine,No,Yes,TV commercials,Innovative bottle design,Not Sure,100-150,Gyms and fitness centers,Sports/exercise
107110,124140,Once a week,Before exercise,To combat fatigue,No,Negative,Not sure,Yes,4,Not available locally,Bepsi,Availability,Reduced sugar content,Caffeine,Yes,No,TV commercials,Innovative bottle design,Yes,50-99,Supermarkets,Other
107111,124141,Rarely,For mental alertness,To boost performance,Yes,Neutral,Effective,Yes,2,Not available locally,Bepsi,Other,More natural ingredients,Vitamins,No,Yes,TV commercials,Innovative bottle design,No,Above 150,Supermarkets,Social outings/parties
107116,124146,2-3 times a month,To stay awake during work/study,To enhance sports performance,No,Negative,Dangerous,No,5,Health concerns,Cola-Coka,Other,Wider range of flavors,Caffeine,No,Yes,Outdoor billboards,Compact and portable cans,No,100-150,Supermarkets,Social outings/parties
107117,124147,Rarely,Before exercise,To boost performance,No,Neutral,Dangerous,No,1,Unfamiliar with the brand,Cola-Coka,Taste/flavor preference,Wider range of flavors,Sugar,Yes,Yes,Online ads,Compact and portable cans,No,50-99,Other,Sports/exercise
107118,124148,Daily,Before exercise,To enhance sports performance,No,Neutral,Effective,Yes,3,Not available locally,Cola-Coka,Brand reputation,More natural ingredients,Vitamins,Yes,Yes,TV commercials,Compact and portable cans,Yes,50-99,Online retailers,Sports/exercise
107119,124149,Once a week,Throughout the day,Increased energy and focus,No,Neutral,Effective,Yes,3,Unfamiliar with the brand,Cola-Coka,Brand reputation,More natural ingredients,Caffeine,Yes,Not Sure,Online ads,Innovative bottle design,Yes,Above 150,Supermarkets,Studying/working late
107121,124151,2-3 times a week,Before exercise,To combat fatigue,Yes,Neutral,Not sure,Yes,4,Not available locally,Cola-Coka,Other,More natural ingredients,Caffeine,Yes,No,Outdoor billboards,Compact and portable cans,Yes,50-99,Online retailers,Sports/exercise
107125,124155,2-3 times a week,Before exercise,To enhance sports performance,No,Neutral,Not sure,No,5,Unfamiliar with the brand,Bepsi,Taste/flavor preference,Reduced sugar content,Guarana,Yes,Yes,Outdoor billboards,Collectible packaging,Yes,Above 150,Local stores,Sports/exercise
107126,124156,2-3 times a week,To stay awake during work/study,Other,No,Neutral,Effective,No,5,Unfamiliar with the brand,Bepsi,Taste/flavor preference,Reduced sugar content,Caffeine,No,No,Outdoor billboards,Innovative bottle design,No,100-150,Local stores,Social outings/parties
107127,124157,Daily,To stay awake during work/study,To enhance sports performance,No,Neutral,Effective,Yes,4,Not available locally,Cola-Coka,Effectiveness,Healthier alternatives,Sugar,No,No,Outdoor billboards,Collectible packaging,No,Below 50,Local stores,Social outings/parties
107129,124159,2-3 times a week,Before exercise,Increased energy and focus,Yes,Positive,Dangerous,Yes,4,Other,Bepsi,Other,More natural ingredients,Sugar,No,Yes,Outdoor billboards,Other,No,100-150,Supermarkets,Sports/exercise
107130,124160,Once a week,To stay awake during work/study,To enhance sports performance,Yes,Neutral,Healthy,Yes,2,Not available locally,Bepsi,Other,More natural ingredients,Guarana,No,Yes,Outdoor billboards,Compact and portable cans,Yes,50-99,Supermarkets,Sports/exercise
107131,124161,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Neutral,Not sure,Yes,4,Not interested in energy drinks,Bepsi,Effectiveness,Wider range of flavors,Vitamins,Yes,No,Online ads,Compact and portable cans,Not Sure,Above 150,Gyms and fitness centers,Other
107132,124162,Once a week,To stay awake during work/study,To combat fatigue,No,Negative,Dangerous,Yes,2,Health concerns,Bepsi,Other,Other,Caffeine,Yes,Not Sure,Other,Innovative bottle design,Not Sure,50-99,Supermarkets,Studying/working late
107134,124164,Rarely,Before exercise,To combat fatigue,No,Neutral,Dangerous,Yes,4,Not available locally,Cola-Coka,Other,Wider range of flavors,Guarana,Yes,Yes,Print media,Compact and portable cans,Yes,50-99,Supermarkets,Studying/working late
107136,124166,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Not sure,No,1,Health concerns,Bepsi,Brand reputation,Reduced sugar content,Caffeine,No,Yes,Online ads,Collectible packaging,Yes,100-150,Online retailers,Studying/working late
107138,124168,2-3 times a week,For mental alertness,To boost performance,Yes,Negative,Effective,Yes,2,Not available locally,Cola-Coka,Other,More natural ingredients,Caffeine,No,Yes,Online ads,Collectible packaging,Yes,100-150,Gyms and fitness centers,Studying/working late
107139,124169,2-3 times a week,Before exercise,To combat fatigue,No,Negative,Effective,Yes,2,Unfamiliar with the brand,Bepsi,Effectiveness,Reduced sugar content,Guarana,No,Yes,Print media,Compact and portable cans,Yes,Below 50,Online retailers,Sports/exercise
107140,124170,Once a week,To stay awake during work/study,To combat fatigue,No,Neutral,Dangerous,No,5,Unfamiliar with the brand,Bepsi,Brand reputation,Reduced sugar content,Caffeine,Yes,Not Sure,TV commercials,Eco-friendly design,Yes,100-150,Online retailers,Social outings/parties
107141,124171,2-3 times a week,Throughout the day,To boost performance,No,Neutral,Healthy,No,2,Unfamiliar with the brand,Cola-Coka,Effectiveness,More natural ingredients,Caffeine,Yes,Yes,TV commercials,Innovative bottle design,Yes,Above 150,Supermarkets,Studying/working late
107142,124172,Daily,Before exercise,To enhance sports performance,Yes,Neutral,Effective,Yes,4,Unfamiliar with the brand,Cola-Coka,Taste/flavor preference,Wider range of flavors,Vitamins,No,Not Sure,Outdoor billboards,Innovative bottle design,No,50-99,Supermarkets,Studying/working late
107145,124175,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Positive,Effective,Yes,4,Health concerns,Bepsi,Brand reputation,More natural ingredients,Sugar,No,No,Online ads,Eco-friendly design,No,100-150,Gyms and fitness centers,Social outings/parties
107146,124176,Once a week,For mental alertness,Increased energy and focus,No,Neutral,Not sure,Yes,3,Not available locally,Cola-Coka,Availability,Reduced sugar content,Caffeine,No,Yes,Other,Innovative bottle design,No,100-150,Local stores,Studying/working late
107147,124177,2-3 times a week,For mental alertness,Increased energy and focus,No,Neutral,Healthy,No,4,Unfamiliar with the brand,Cola-Coka,Other,More natural ingredients,Caffeine,Yes,Not Sure,TV commercials,Compact and portable cans,Not Sure,100-150,Online retailers,Studying/working late
107150,124180,Daily,Before exercise,To combat fatigue,No,Neutral,Effective,No,2,Unfamiliar with the brand,Cola-Coka,Taste/flavor preference,Reduced sugar content,Caffeine,No,No,Online ads,Compact and portable cans,Yes,Below 50,Gyms and fitness centers,Sports/exercise
107151,124181,Once a week,To stay awake during work/study,Other,No,Neutral,Effective,Yes,3,Health concerns,Bepsi,Effectiveness,Wider range of flavors,Vitamins,Yes,Yes,Other,Compact and portable cans,Yes,50-99,Supermarkets,Studying/working late
107154,124184,Rarely,To stay awake during work/study,Increased energy and focus,No,Neutral,Dangerous,Yes,1,Not available locally,Cola-Coka,Taste/flavor preference,Reduced sugar content,Sugar,Yes,Yes,Other,Compact and portable cans,Yes,100-150,Local stores,Studying/working late
107162,124192,Daily,Before exercise,To combat fatigue,Yes,Neutral,Dangerous,Yes,4,Not available locally,Bepsi,Availability,Other,Caffeine,Yes,Yes,Print media,Compact and portable cans,No,50-99,Gyms and fitness centers,Sports/exercise
107163,124193,Daily,Before exercise,Increased energy and focus,No,Negative,Healthy,Yes,2,Not interested in energy drinks,Cola-Coka,Other,Wider range of flavors,Sugar,No,Not Sure,Online ads,Innovative bottle design,No,Above 150,Supermarkets,Studying/working late
107166,124196,Rarely,Before exercise,To combat fatigue,No,Neutral,Effective,Yes,3,Not available locally,Cola-Coka,Availability,More natural ingredients,Caffeine,No,No,Outdoor billboards,Compact and portable cans,No,50-99,Online retailers,Sports/exercise
107169,124199,2-3 times a month,Before exercise,Increased energy and focus,No,Positive,Effective,Yes,3,Health concerns,Cola-Coka,Other,Reduced sugar content,Guarana,No,Not Sure,Online ads,Compact and portable cans,Yes,100-150,Supermarkets,Driving/commuting
107171,124201,Rarely,Throughout the day,To boost performance,Yes,Neutral,Not sure,Yes,2,Unfamiliar with the brand,Cola-Coka,Brand reputation,Reduced sugar content,Caffeine,No,Yes,Outdoor billboards,Innovative bottle design,No,100-150,Other,Social outings/parties
107172,124202,2-3 times a month,Before exercise,To combat fatigue,No,Neutral,Healthy,Yes,4,Not interested in energy drinks,Bepsi,Effectiveness,Other,Sugar,No,No,Online ads,Eco-friendly design,No,100-150,Online retailers,Studying/working late
107179,124209,Once a week,Throughout the day,Increased energy and focus,Yes,Negative,Not sure,No,3,Unfamiliar with the brand,Bepsi,Taste/flavor preference,Wider range of flavors,Caffeine,Yes,No,TV commercials,Compact and portable cans,No,50-99,Supermarkets,Studying/working late
107181,124211,2-3 times a month,Before exercise,Increased energy and focus,No,Neutral,Not sure,No,4,Not interested in energy drinks,Cola-Coka,Other,More natural ingredients,Sugar,Yes,Yes,TV commercials,Innovative bottle design,Yes,100-150,Gyms and fitness centers,Sports/exercise
107182,124212,Rarely,Before exercise,To enhance sports performance,Yes,Neutral,Dangerous,Yes,3,Health concerns,Bepsi,Availability,More natural ingredients,Caffeine,Yes,Not Sure,Online ads,Compact and portable cans,Not Sure,100-150,Supermarkets,Sports/exercise
107185,124215,2-3 times a week,Before exercise,To boost performance,No,Negative,Effective,No,5,Health concerns,Cola-Coka,Taste/flavor preference,Wider range of flavors,Caffeine,No,Not Sure,Print media,Compact and portable cans,Yes,50-99,Online retailers,Studying/working late
107188,124218,Once a week,For mental alertness,To combat fatigue,No,Neutral,Not sure,Yes,3,Health concerns,Cola-Coka,Other,More natural ingredients,Caffeine,Yes,Not Sure,TV commercials,Compact and portable cans,Yes,Below 50,Local stores,Studying/working late
107190,124220,2-3 times a week,Before exercise,Increased energy and focus,Yes,Positive,Effective,Yes,5,Other,Cola-Coka,Other,Other,Sugar,No,No,Online ads,Other,No,50-99,Gyms and fitness centers,Sports/exercise
107192,124222,Daily,For mental alertness,To combat fatigue,Yes,Neutral,Dangerous,No,1,Health concerns,Bepsi,Other,Wider range of flavors,Caffeine,No,Yes,Online ads,Compact and portable cans,No,50-99,Supermarkets,Sports/exercise
107193,124223,2-3 times a month,Before exercise,Increased energy and focus,No,Positive,Effective,No,3,Health concerns,Cola-Coka,Taste/flavor preference,Other,Vitamins,Yes,Yes,Online ads,Compact and portable cans,No,50-99,Supermarkets,Sports/exercise
107194,124224,Once a week,For mental alertness,Increased energy and focus,No,Neutral,Not sure,Yes,5,Not interested in energy drinks,Bepsi,Availability,Reduced sugar content,Guarana,Yes,No,Outdoor billboards,Collectible packaging,No,100-150,Online retailers,Sports/exercise
107195,124225,2-3 times a week,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Not sure,Yes,3,Other,Cola-Coka,Other,Wider range of flavors,Vitamins,No,Not Sure,Online ads,Innovative bottle design,Yes,50-99,Online retailers,Studying/working late
107196,124226,2-3 times a month,Before exercise,Increased energy and focus,No,Neutral,Effective,No,5,Not available locally,Cola-Coka,Availability,Wider range of flavors,Sugar,Yes,Not Sure,Online ads,Innovative bottle design,Not Sure,50-99,Other,Social outings/parties
107198,124228,2-3 times a week,For mental alertness,To combat fatigue,No,Neutral,Dangerous,Yes,3,Not available locally,Cola-Coka,Taste/flavor preference,Wider range of flavors,Vitamins,Yes,Yes,Print media,Eco-friendly design,Yes,Above 150,Other,Sports/exercise
107199,124229,Rarely,To stay awake during work/study,To enhance sports performance,No,Neutral,Effective,Yes,5,Not interested in energy drinks,Bepsi,Brand reputation,Wider range of flavors,Caffeine,Yes,Yes,Print media,Innovative bottle design,No,50-99,Supermarkets,Studying/working late
107201,124231,2-3 times a week,To stay awake during work/study,Other,No,Neutral,Effective,Yes,4,Not available locally,Cola-Coka,Brand reputation,More natural ingredients,Guarana,Yes,Yes,Online ads,Innovative bottle design,Not Sure,50-99,Supermarkets,Sports/exercise
107202,124232,2-3 times a month,For mental alertness,Other,No,Neutral,Not sure,Yes,2,Health concerns,Bepsi,Taste/flavor preference,Reduced sugar content,Sugar,Yes,Yes,Online ads,Compact and portable cans,No,50-99,Gyms and fitness centers,Sports/exercise
107204,124234,Once a week,Before exercise,To enhance sports performance,Yes,Neutral,Effective,Yes,5,Not available locally,Bepsi,Availability,Wider range of flavors,Vitamins,No,Yes,Outdoor billboards,Compact and portable cans,No,Above 150,Online retailers,Sports/exercise
107212,124242,2-3 times a week,To stay awake during work/study,Other,Yes,Negative,Effective,Yes,4,Health concerns,Bepsi,Brand reputation,Healthier alternatives,Sugar,Yes,Yes,Online ads,Compact and portable cans,No,50-99,Online retailers,Social outings/parties
107213,124243,Daily,Before exercise,To boost performance,No,Neutral,Healthy,Yes,3,Not interested in energy drinks,Cola-Coka,Other,Healthier alternatives,Guarana,Yes,Not Sure,Online ads,Compact and portable cans,No,50-99,Other,Social outings/parties
107216,124246,Daily,For mental alertness,Increased energy and focus,No,Positive,Healthy,Yes,5,Health concerns,Bepsi,Other,Wider range of flavors,Guarana,No,No,Outdoor billboards,Innovative bottle design,Yes,100-150,Online retailers,Sports/exercise
107217,124247,Rarely,Before exercise,Other,No,Negative,Dangerous,Yes,5,Not interested in energy drinks,Cola-Coka,Effectiveness,Reduced sugar content,Vitamins,Yes,No,Online ads,Innovative bottle design,No,100-150,Other,Driving/commuting
107218,124248,2-3 times a week,Before exercise,To combat fatigue,Yes,Neutral,Not sure,Yes,3,Health concerns,Cola-Coka,Other,Other,Caffeine,No,No,Other,Innovative bottle design,Yes,50-99,Supermarkets,Studying/working late
107219,124249,2-3 times a month,Before exercise,To enhance sports performance,No,Neutral,Not sure,No,5,Health concerns,Bepsi,Taste/flavor preference,Reduced sugar content,Vitamins,Yes,No,TV commercials,Compact and portable cans,Yes,Below 50,Supermarkets,Studying/working late
107221,124251,2-3 times a month,To stay awake during work/study,Increased energy and focus,No,Neutral,Effective,No,4,Not available locally,Cola-Coka,Availability,Other,Caffeine,Yes,Yes,Online ads,Compact and portable cans,No,50-99,Other,Sports/exercise
107223,124253,Once a week,To stay awake during work/study,Other,Yes,Positive,Effective,Yes,4,Not available locally,Cola-Coka,Taste/flavor preference,Wider range of flavors,Sugar,Yes,Yes,Online ads,Compact and portable cans,Not Sure,50-99,Supermarkets,Studying/working late
107228,124258,2-3 times a week,Throughout the day,Increased energy and focus,Yes,Positive,Dangerous,Yes,3,Health concerns,Cola-Coka,Taste/flavor preference,Reduced sugar content,Caffeine,No,Yes,Print media,Compact and portable cans,Not Sure,Above 150,Supermarkets,Sports/exercise
107232,124262,Rarely,Throughout the day,Increased energy and focus,Yes,Negative,Not sure,No,2,Health concerns,Bepsi,Brand reputation,Reduced sugar content,Sugar,Yes,Not Sure,Online ads,Collectible packaging,No,Above 150,Supermarkets,Sports/exercise
107233,124263,Daily,Throughout the day,To boost performance,No,Neutral,Not sure,Yes,5,Not interested in energy drinks,Cola-Coka,Other,Wider range of flavors,Guarana,Yes,No,Online ads,Innovative bottle design,Yes,100-150,Gyms and fitness centers,Other
107234,124264,2-3 times a week,Before exercise,Increased energy and focus,No,Positive,Healthy,No,5,Other,Bepsi,Taste/flavor preference,Reduced sugar content,Vitamins,Yes,Yes,TV commercials,Compact and portable cans,No,50-99,Supermarkets,Sports/exercise
107235,124265,2-3 times a week,Before exercise,Other,Yes,Positive,Dangerous,Yes,5,Health concerns,Bepsi,Brand reputation,Wider range of flavors,Caffeine,No,No,TV commercials,Compact and portable cans,Yes,50-99,Supermarkets,Studying/working late
107238,124268,Once a week,To stay awake during work/study,Increased energy and focus,No,Positive,Not sure,Yes,5,Other,Cola-Coka,Brand reputation,Wider range of flavors,Sugar,Yes,Not Sure,Online ads,Compact and portable cans,No,50-99,Supermarkets,Studying/working late
107242,124272,Rarely,Throughout the day,To enhance sports performance,Yes,Neutral,Not sure,No,1,Not interested in energy drinks,Cola-Coka,Brand reputation,Reduced sugar content,Caffeine,No,No,Online ads,Compact and portable cans,Yes,50-99,Gyms and fitness centers,Sports/exercise
107244,124274,Daily,To stay awake during work/study,To boost performance,Yes,Neutral,Not sure,Yes,3,Health concerns,Bepsi,Other,Other,Vitamins,No,No,TV commercials,Compact and portable cans,Not Sure,50-99,Supermarkets,Sports/exercise
107245,124275,2-3 times a month,Before exercise,To combat fatigue,No,Negative,Dangerous,No,3,Unfamiliar with the brand,Bepsi,Taste/flavor preference,More natural ingredients,Caffeine,No,Yes,TV commercials,Compact and portable cans,Not Sure,50-99,Local stores,Studying/working late
107249,124279,2-3 times a week,Before exercise,Increased energy and focus,Yes,Negative,Not sure,Yes,3,Not available locally,Cola-Coka,Brand reputation,Healthier alternatives,Vitamins,Yes,Not Sure,Online ads,Compact and portable cans,Yes,Below 50,Other,Other
107250,124280,2-3 times a week,Before exercise,Other,No,Neutral,Dangerous,Yes,2,Not available locally,Bepsi,Availability,More natural ingredients,Caffeine,No,Yes,TV commercials,Innovative bottle design,Not Sure,100-150,Online retailers,Other
107252,124282,2-3 times a week,Throughout the day,To combat fatigue,Yes,Neutral,Not sure,No,4,Other,Cola-Coka,Other,More natural ingredients,Caffeine,Yes,Yes,Online ads,Innovative bottle design,Not Sure,50-99,Supermarkets,Studying/working late
107253,124283,Rarely,To stay awake during work/study,To boost performance,No,Positive,Dangerous,No,4,Other,Bepsi,Effectiveness,Wider range of flavors,Caffeine,No,Not Sure,Print media,Compact and portable cans,Not Sure,100-150,Gyms and fitness centers,Sports/exercise
